geneIDs	disper	pval	padj	TEcontrol	TEtreated	log2FC_TE(treated vs control)
Cox20	0.007283573	0.000888574	0.185701575	62.93117168	9.166394593	-2.779348507
Mrps18a	0.004820649	0.001033337	0.207023227	0.378949731	0.271906939	-0.478893513
Fkbp5	0.015521173	0.001038774	0.207023227	0.218373682	0.367124985	0.749472305
Ckap5	0.00419829	0.001108097	0.217771935	0.299034064	0.380152798	0.346269573
Hsph1	0.005098692	0.001127781	0.218604076	0.635649835	0.823921162	0.374274062
Agpat1	0.00574549	0.00116322	0.222426608	0.130124751	0.094334232	-0.464042114
Arfgef1	0.002645725	0.001230425	0.226477218	0.182223807	0.225320582	0.306267648
Klhl7	0.003823319	0.001208308	0.226477218	0.207499014	0.265833738	0.357419733
Ipp	0.004988872	0.00123242	0.226477218	0.397484787	0.573875061	0.529837037
Camsap1	0.00192256	0.001254675	0.227610983	0.118874894	0.148397612	0.320023821
Krt80	0.01221662	0.001396469	0.237496688	0.189989741	0.064944108	-1.548650972
Ccpg1	0.003660107	0.001409874	0.237496688	0.52681768	0.671431926	0.349937374
Thsd7a	0.004226577	0.001362884	0.237496688	0.152787737	0.199725297	0.386488324
Exosc6	0.003877234	0.001409706	0.237496688	0.179577515	0.289277641	0.687848098
Akap11	0.004007424	0.001371632	0.237496688	0.154996651	0.194940818	0.330799156
Slc29a3	0.003812092	0.001348439	0.237496688	0.302114528	0.206582347	-0.54837858
Ftsj3	0.005139855	0.001512641	0.237773478	0.301376495	0.414407235	0.459482292
Gpc4	0.020619098	0.001502932	0.237773478	0.770499977	1.356462988	0.815982865
Inafm1	0.00904095	0.001519618	0.237773478	0.085163685	0.042157599	-1.014445687
Mtfr1l	0.001548166	0.001507623	0.237773478	0.119739709	0.089056871	-0.427102831
Sec62	0.001940635	0.001435943	0.237773478	0.222348729	0.264811733	0.252142888
Rfc4	0.013634134	0.001455344	0.237773478	0.303829111	0.647380966	1.091354843
Tmem59l	0.003232893	0.001529144	0.237773478	0.718594707	0.583705193	-0.299938404
Fus	0.022185481	0.001622074	0.240319547	4.318095714	7.346356686	0.766633722
Haus6	0.009186593	0.001606155	0.240319547	0.08507164	0.159355121	0.905495208
Ppig	0.010183656	0.001645018	0.240319547	0.205182743	0.300269809	0.549350032
Lrrc4b	0.002734288	0.00164742	0.240319547	0.117755647	0.094122246	-0.3231886
Acaa1b	0.116119309	0.001590342	0.240319547	1.58831605	0.103721874	-3.936705934
Myh10	0.003333338	0.001619801	0.240319547	0.291133236	0.358570256	0.300576271
Scn2a	0.00146896	0.001732864	0.240392351	0.10006178	0.115509555	0.20712117
Pja2	0.002758634	0.001726725	0.240392351	0.394526431	0.473143896	0.262157057
Sox8	0.004549463	0.001704809	0.240392351	0.318343268	0.240691967	-0.403395264
Acbd3	0.002915035	0.001717073	0.240392351	0.373112706	0.477390803	0.355559282
Gmps	0.004167645	0.001730088	0.240392351	0.283821727	0.36316714	0.355648635
Prss57	0.032144503	0.001769795	0.243132071	0.781703166	0.158589379	-2.301324729
Arid5a	0.005404583	0.001807035	0.244353796	0.285781515	0.156103691	-0.872407958
Pdha1	0.000740665	0.001813226	0.244353796	0.343323462	0.387145375	0.173306955
Atic	0.003729167	0.001868533	0.249431503	0.599118722	0.786601669	0.39279133
Zbtb16	0.003946158	0.001887597	0.249621443	0.096723564	0.131055098	0.438234173
Praf2	0.007859824	0.001931998	0.253087485	0.242050642	0.167432358	-0.531730549
Sprn	0.00223308	0.001954677	0.253087485	0.075652288	0.061383781	-0.301526194
Zfp438	0.006566098	0.001967465	0.253087485	0.25622043	0.134625653	-0.928432167
Iqsec3	0.003316021	0.002089321	0.254704543	0.102064411	0.07929012	-0.364266876
Nap1l2	0.003164543	0.002075935	0.254704543	0.527328918	0.647935988	0.297148178
Trim21	0.0259714	0.002106038	0.254704543	0.298228206	0.080116075	-1.896253064
Cryab	0.007858906	0.00210396	0.254704543	0.312461558	0.217833503	-0.520452849
Chrna3	0.014881421	0.001999396	0.254704543	0.738181325	0.266611499	-1.469236237
Lemd3	0.003047038	0.002017862	0.254704543	0.202434189	0.257861442	0.349143094
Mettl23	0.004287341	0.002068327	0.254704543	0.133101523	0.074691986	-0.833501716
Atp6v1a	0.00216832	0.002127414	0.255109403	0.292081514	0.34313524	0.232406248
Kazn	0.00217564	0.0021809	0.259325513	0.099076629	0.076653608	-0.370191076
Zfp358	0.003857279	0.002222083	0.262020663	0.379195822	0.266293724	-0.509924642
Kif2a	0.005489058	0.002265042	0.264878876	0.419148257	0.545754317	0.380791005
Bbx	0.002983813	0.002292428	0.265884065	0.085485118	0.116568206	0.447429164
Slc12a2	0.004303491	0.002330689	0.268123972	0.181066926	0.229804298	0.343882736
Lrp10	0.003440906	0.002400311	0.273906453	0.242819765	0.175814635	-0.465830696
Gstm1	0.006051254	0.002421756	0.274142784	0.362825271	0.269675651	-0.428049677
Aplp2	0.001629243	0.002507714	0.277443759	0.591450185	0.678741353	0.198605251
Hspa4	0.002515255	0.002539371	0.277443759	0.39812554	0.473073756	0.248841705
Sall3	0.013405492	0.002548953	0.277443759	0.196233637	0.106663946	-0.879499755
Erbb4	0.004182743	0.002529893	0.277443759	0.09243769	0.118258303	0.355388369
Rilp	0.040853135	0.00254636	0.277443759	0.037912016	0.222748292	2.554687287
Sypl	0.008052984	0.002577744	0.278435703	0.163174961	0.23344826	0.516683139
Ncl	0.01838193	0.002655765	0.282605298	0.621944485	0.971608287	0.643588983
Rhoq	0.004371351	0.00265629	0.282605298	0.01262531	0.024343639	0.947226018
Rtl8c	0.004176983	0.002701296	0.285248751	1.123743475	0.886475919	-0.342159392
Epha5	0.008655646	0.002724933	0.285613378	0.235429366	0.3240868	0.461085978
Glis3	0.016102804	0.002788851	0.290163501	0.077602278	0.025891985	-1.583593446
Med25	0.002055205	0.00281198	0.2904344	0.267205349	0.210034992	-0.347319188
Krba1	0.007155083	0.00291737	0.290709733	0.183945584	0.123456859	-0.575272046
Tlcd1	0.006751309	0.002847362	0.290709733	0.323579146	0.212427611	-0.607147335
Setmar	0.007501128	0.002905115	0.290709733	0.252485171	0.133267874	-0.921869621
Clpx	0.002488149	0.00288882	0.290709733	0.249010673	0.319357603	0.358965218
Usp13	0.00403464	0.002913323	0.290709733	0.208691374	0.278723691	0.417464664
Pafah1b1	0.004024689	0.002993662	0.296225961	0.106511992	0.131563532	0.304743766
Sv2c	0.002424244	0.003033785	0.29811152	0.391644973	0.485558616	0.310099024
Adamts13	0.097445297	0.003107086	0.299083403	0.379433751	0.053475678	-2.826893238
Esr1	0.008493989	0.00309348	0.299083403	0.10152082	0.19997305	0.978029963
Pld4	0.004210862	0.003094403	0.299083403	0.535554387	0.342568737	-0.644639596
Tmem255a	0.013239757	0.003421799	0.301097292	0.148760349	0.23214925	0.642062582
Taf15	0.014062396	0.003383048	0.301097292	1.892168579	2.872530607	0.602281637
Anp32e	0.007771806	0.003335573	0.301097292	0.429984441	0.580391787	0.432742649
Nprl3	0.003757249	0.003415752	0.301097292	0.44866862	0.327758029	-0.453019164
Psmd1	0.001124465	0.003259411	0.301097292	0.320503735	0.368075738	0.19966149
Fkbp14	0.007626278	0.003228335	0.301097292	0.108592393	0.187348188	0.786798982
Arl4a	0.011369048	0.003399582	0.301097292	0.086893529	0.130271979	0.584206153
Hspa2	0.003576857	0.003425913	0.301097292	0.636546816	0.800701778	0.330998386
Fam167b	0.095283941	0.003251889	0.301097292	0.124571472	0.901988687	2.856135621
Senp7	0.011049937	0.003406162	0.301097292	0.211162665	0.311651145	0.561577236
Npy	0.017016859	0.003317904	0.301097292	1.152812517	0.752305566	-0.615767236
Fstl5	0.004003337	0.003358048	0.301097292	0.220627458	0.285402321	0.371384718
Samm50	0.002200386	0.00340447	0.301097292	0.335744341	0.411531573	0.293640033
Mvd	0.002478542	0.003354414	0.301097292	0.561746071	0.42898451	-0.388992574
Prkar1a	0.002212747	0.003447847	0.301154537	0.343173751	0.4008091	0.22397606
Hhex	0.023532278	0.003530086	0.304577535	0.801692899	0.28478725	-1.493165136
Tma7	0.021124586	0.003512354	0.304577535	0.096581549	0.053725888	-0.84613018
Lyrm4	0.007576821	0.003591382	0.30798822	0.423516765	0.300790475	-0.493660196
Larp4b	0.002055113	0.004537579	0.308182548	0.129432735	0.156056481	0.26986573
Zmym2	0.002314973	0.004181729	0.308182548	0.182990281	0.21979881	0.264416544
Myl4	0.009786365	0.004554921	0.308182548	0.621192771	0.433584153	-0.518729011
Wbp2	0.006855297	0.004044151	0.308182548	0.577625843	0.44225953	-0.385242059
Pik3r3	0.004237066	0.004288354	0.308182548	0.189227964	0.242315163	0.356759384
Slc25a45	0.027169538	0.00485687	0.308182548	0.120443312	0.027847788	-2.112719672
Dcaf12l1	0.006041761	0.004331255	0.308182548	0.305125183	0.399518493	0.388861029
Clgn	0.006572985	0.003923434	0.308182548	0.405053643	0.591959176	0.547384701
Trhde	0.005288406	0.004006454	0.308182548	0.086585153	0.117172648	0.436444271
Slc35f2	0.009684747	0.004152797	0.308182548	0.316160649	0.161737498	-0.967003618
Yae1d1	0.005704221	0.004830172	0.308182548	0.016868441	0.03924585	1.218213483
Grpr	0.026783321	0.004382558	0.308182548	0.167376926	0.487926774	1.543563991
Fmn1	0.005257557	0.004642193	0.308182548	0.071066027	0.048675513	-0.545963873
Pikfyve	0.003165292	0.004549869	0.308182548	0.124604101	0.155908241	0.323345636
C2	0.020511888	0.004005147	0.308182548	0.222638722	0.549650155	1.303809121
Snx11	0.004000121	0.004830138	0.308182548	0.077007617	0.114097232	0.567190728
Slu7	0.001251325	0.004840564	0.308182548	0.362847696	0.432184896	0.252284544
Ptges3l	0.024618242	0.004615334	0.308182548	0.35705673	0.121396758	-1.556423421
Gdap1l1	0.003026696	0.003677435	0.308182548	0.565794475	0.453643246	-0.31871991
Kifap3	0.001906758	0.003999289	0.308182548	0.487207275	0.562260281	0.206702459
Coil	0.002722046	0.003751831	0.308182548	0.246772574	0.330911939	0.423265282
Spry4	0.035137319	0.004771799	0.308182548	0.232211378	0.116697291	-0.992667601
Ikbkb	0.002776126	0.003911198	0.308182548	0.232262382	0.175031163	-0.408143709
Oga	0.004936391	0.003863795	0.308182548	0.209897194	0.264600213	0.334131345
Gjc3	0.006799274	0.004113307	0.308182548	0.071722387	0.103715235	0.532132424
Gm6712	0.015073747	0.004624509	0.308182548	0.103366887	0.037087763	-1.478758939
Nrgn	0.002387242	0.004481744	0.308182548	0.493730526	0.423061293	-0.222857149
Grip2	0.005382518	0.004569571	0.308182548	0.252703813	0.17330126	-0.544165289
Litaf	0.004059381	0.004046095	0.308182548	0.270269414	0.181261458	-0.576326057
Cplx3	0.009454794	0.003943785	0.308182548	0.532681873	0.359272769	-0.568194596
Prr13	0.007343768	0.004762572	0.308182548	0.304960913	0.209533188	-0.54144557
Ppie	0.010733851	0.004717046	0.308182548	0.432915789	0.670429046	0.630998237
Pnn	0.009811546	0.003937652	0.308182548	0.36429155	0.514992685	0.499458409
Itih3	0.003659205	0.003632422	0.308182548	0.370737421	0.271572519	-0.449060243
Rhbdf1	0.005919921	0.00464638	0.308182548	0.432028397	0.261620625	-0.723649861
Mxd4	0.005005719	0.004061949	0.308182548	0.243121404	0.176520464	-0.461841463
Nln	0.001870128	0.004066542	0.308182548	0.30310563	0.371672263	0.294210377
Arl16	0.007075776	0.004419777	0.308182548	0.203533047	0.133118446	-0.612552568
Itpr2	0.005289996	0.004461674	0.308182548	0.203736362	0.269354398	0.402802132
Tmem88	0.023989619	0.003998787	0.308182548	0.701046406	0.312593926	-1.165220201
Cntfr	0.008550305	0.004601806	0.308182548	0.882137866	0.638672603	-0.465927582
Gp9	0.067503222	0.00377859	0.308182548	0.758245393	0.056958832	-3.734673349
Nup155	0.002185284	0.004736631	0.308182548	0.303647327	0.378357634	0.317353885
Nars	0.000984939	0.004501754	0.308182548	0.504841624	0.566815372	0.167048022
Pgap1	0.003112218	0.004783668	0.308182548	0.15021764	0.185178822	0.30186487
Dpm2	0.005956425	0.003754452	0.308182548	0.29007642	0.197424963	-0.555128605
Map2k1	0.001396654	0.004821202	0.308182548	0.353853808	0.402517933	0.185899614
Rbbp4	0.001656638	0.003761787	0.308182548	0.35808949	0.418484999	0.224855733
Slc48a1	0.010946176	0.004592345	0.308182548	0.150554413	0.105408885	-0.514288524
Mcmdc2	0.082422406	0.004742583	0.308182548	0.220785135	0.040792956	-2.436251074
Cdc5l	0.002751364	0.004428193	0.308182548	0.258483002	0.327602102	0.341875199
Creld1	0.00366472	0.004391802	0.308182548	0.343599666	0.271454969	-0.340015742
Baiap2l2	0.020666049	0.004547152	0.308182548	0.690992088	0.246088808	-1.489490143
Mettl17	0.005491273	0.004740409	0.308182548	0.376629731	0.236277052	-0.67266737
Jrk	0.005695473	0.004005797	0.308182548	0.092657452	0.150068259	0.695639952
Ltn1	0.004971932	0.004630792	0.308182548	0.282155866	0.359620873	0.349984417
Wwc2	0.007628567	0.00468366	0.308182548	0.127719743	0.181038977	0.503318788
Ubp1	0.002205042	0.003883366	0.308182548	0.13333676	0.102255528	-0.38289574
Drosha	0.001754035	0.004932746	0.308842273	0.205835858	0.247767173	0.267490725
Stx7	0.001335939	0.004913089	0.308842273	0.277882551	0.320264418	0.204788274
Serpinb9	0.007978964	0.004898939	0.308842273	0.16254926	0.266945802	0.715669876
Zfp955a	0.013538381	0.005020536	0.311594772	0.055422867	0.100831113	0.86338764
Trim62	0.007915382	0.005042771	0.311594772	0.470457105	0.321489532	-0.549291425
Trim12c	0.022341147	0.005026969	0.311594772	0.175952094	0.052140458	-1.754707536
Usp9x	0.004267143	0.00512966	0.3129253	0.219097126	0.268684082	0.294340288
Rc3h1	0.007939447	0.005102616	0.3129253	0.023141171	0.034703764	0.584630306
2510002D24Rik	0.007885832	0.005130648	0.3129253	0.207783451	0.118730912	-0.807385166
Phyhd1	0.006979293	0.005184243	0.314131095	0.258522612	0.142789427	-0.856401315
G6pdx	0.003423816	0.005194818	0.314131095	0.460947374	0.354364805	-0.379366723
Phf2	0.003378312	0.005307346	0.319569997	0.225220757	0.173780149	-0.374076504
Cables1	0.009076709	0.005384024	0.322294089	0.115621873	0.074790776	-0.628482087
Dusp18	0.005053774	0.005398141	0.322294089	0.044000471	0.028310285	-0.636192688
Acot4	0.031937642	0.005442548	0.323580072	0.047638474	0.243100456	2.351353487
Fbxl18	0.003744799	0.005652814	0.334674974	0.353263285	0.265833453	-0.410221151
Ipo7	0.00221347	0.005784903	0.334768689	0.367937274	0.429158986	0.22205237
Synj2bp	0.003295448	0.005799446	0.334768689	0.006224384	0.01163983	0.903067076
Rnft1	0.003336713	0.005843025	0.334768689	0.121969347	0.079161536	-0.623647109
Erg28	0.002809472	0.005843665	0.334768689	0.35761424	0.279210445	-0.357051271
Atp6ap2	0.002395344	0.005789645	0.334768689	0.309295216	0.361545088	0.225191057
H2-DMa	0.009149094	0.005807244	0.334768689	0.221618292	0.131090854	-0.757509925
Cdkl5	0.000830522	0.005777295	0.334768689	0.367534852	0.41283013	0.167667204
Stard5	0.009199241	0.005698881	0.334768689	0.21177119	0.119678783	-0.82333892
Olfml2b	0.006130183	0.00591686	0.336625569	0.591430366	0.405717361	-0.543733282
Cpeb4	0.003649022	0.005923658	0.336625569	0.074123958	0.091543775	0.304521855
Rerg	0.008657165	0.006472938	0.33810119	0.563503509	0.904605469	0.682864123
Prkg1	0.015987201	0.006377304	0.33810119	0.089489714	0.146260423	0.708745674
Ccdc149	0.00408465	0.006511177	0.33810119	0.165490897	0.216488589	0.387539119
I830077J02Rik	0.078446338	0.006541464	0.33810119	0.617700387	0.116058162	-2.412059254
Rrbp1	0.012599328	0.00629184	0.33810119	0.623451954	0.889687101	0.513019652
Tor2a	0.006193057	0.006643811	0.33810119	0.151378388	0.096078411	-0.655875057
Pnpt1	0.006635456	0.006119903	0.33810119	0.334527844	0.23682107	-0.498328856
Myadml2	0.013549017	0.006364391	0.33810119	0.173556287	0.08249265	-1.073066134
Cbx1	0.003757072	0.006380346	0.33810119	0.229265657	0.289895681	0.33851358
Mfge8	0.009048291	0.006306408	0.33810119	0.60936522	0.454300901	-0.423658992
Nadk	0.003675033	0.006654489	0.33810119	0.094897592	0.070902906	-0.420526729
Ssbp2	0.002009839	0.006172829	0.33810119	0.118285404	0.143676601	0.280553059
Elp5	0.004260207	0.006305525	0.33810119	0.233848408	0.180609063	-0.372703321
Cdc73	0.015260995	0.006539432	0.33810119	0.200812225	0.297406209	0.566587667
Rpp21	0.009826298	0.006334032	0.33810119	0.667190766	0.434682292	-0.618137998
Mrpl16	0.005363996	0.006571909	0.33810119	0.522615593	0.685936481	0.392324815
Dhdds	0.00176457	0.006469517	0.33810119	0.322608052	0.266961858	-0.273148818
Hnrnpu	0.008184386	0.006177578	0.33810119	0.605993266	0.794854185	0.391388462
Mmut	0.003032321	0.006118432	0.33810119	0.26987085	0.335731214	0.315037526
Ldlrad3	0.005382156	0.006310915	0.33810119	0.143983658	0.092034172	-0.645663547
Nrxn3	0.001892643	0.006666447	0.33810119	0.252075318	0.290193135	0.20315853
Pcm1	0.003182481	0.006554345	0.33810119	0.199044822	0.239984719	0.269849204
Arhgef17	0.002149213	0.006243173	0.33810119	0.235239689	0.199218157	-0.239782345
Rasal2	0.002180026	0.00634295	0.33810119	0.119543087	0.142939616	0.257875117
Pcdhgb7	0.00548803	0.006323717	0.33810119	0.349362341	0.519062823	0.571185058
Klhl11	0.00168361	0.00651404	0.33810119	0.22330589	0.259168698	0.214870177
Ppp1r3g	0.007965202	0.006635811	0.33810119	0.283735905	0.172024546	-0.721934289
Cdk17	0.001471522	0.006264388	0.33810119	0.214159375	0.243895208	0.187576581
Aldh5a1	0.003093852	0.006561901	0.33810119	0.133575371	0.164356184	0.299171708
Itpkc	0.009521594	0.00651894	0.33810119	0.251243997	0.151489829	-0.729868188
Slk	0.001133536	0.006706409	0.338913155	0.208446064	0.237815918	0.190171154
Zdbf2	0.005608439	0.006840476	0.339549135	0.090575582	0.12182278	0.427589859
Egfem1	0.027017831	0.006900322	0.339549135	0.082441831	0.036199229	-1.18741759
Lrig3	0.009389336	0.006896753	0.339549135	0.228632991	0.463182736	1.018547888
Zfp959	0.01179963	0.006842218	0.339549135	0.111266522	0.04561996	-1.286282499
Nadk2	0.004935707	0.006902111	0.339549135	0.163019741	0.212471873	0.382225189
Cacna1b	0.004045505	0.006863842	0.339549135	0.166872834	0.207378932	0.313520222
Bcas2	0.006647427	0.006956578	0.339549135	0.485474844	0.637777086	0.393655725
Trim36	0.010532434	0.006768956	0.339549135	0.25131803	0.410146355	0.706624633
Nlrc3	0.128173542	0.006930463	0.339549135	0.179432308	0.015192961	-3.561964738
Kctd21	0.00390568	0.006958958	0.339549135	0.301378671	0.212273865	-0.505650563
Tspan4	0.00580428	0.007170725	0.34266885	0.371996755	0.240596475	-0.628674529
Lrrcc1	0.003632353	0.007116739	0.34266885	0.148464153	0.203182732	0.452663169
Tmem220	0.104185861	0.007287507	0.34266885	0.086390916	0.720414711	3.059876124
Bean1	0.011625738	0.00707877	0.34266885	0.096222449	0.050167471	-0.93962129
Rnasel	0.005618849	0.007155924	0.34266885	0.148399551	0.089539281	-0.728894091
Lars	0.005546403	0.007288136	0.34266885	0.327982632	0.420761538	0.359383413
Lrguk	0.01051213	0.007065342	0.34266885	0.158805355	0.347080527	1.12801086
Mgat4c	0.006665982	0.007267175	0.34266885	0.110025878	0.157403615	0.516625798
Gphn	0.002294167	0.007203151	0.34266885	0.363082642	0.430363391	0.245257396
Upf1	0.002751005	0.00725445	0.34266885	0.64181136	0.778835789	0.279169855
Mrpl54	0.003678639	0.007289281	0.34266885	0.404648438	0.289968423	-0.480773224
Pigs	0.004083489	0.007326949	0.343299099	0.561107207	0.44694796	-0.328169582
Sertad1	0.0244652	0.007461219	0.347507237	0.27887393	0.145017308	-0.943387975
Ift172	0.005011046	0.00746588	0.347507237	0.321102475	0.412793676	0.362387084
Paqr5	0.045768431	0.007626377	0.350232517	0.298943225	0.093275297	-1.680304562
B3gat1	0.003609122	0.007661055	0.350232517	0.082118942	0.065084215	-0.335407337
Zfp286	0.008810299	0.007638436	0.350232517	0.147295841	0.091169993	-0.692085727
Evi2a	0.00576042	0.007578052	0.350232517	0.219612432	0.311328639	0.503478573
Hcn1	0.00173558	0.007582082	0.350232517	0.154203096	0.181516331	0.235267619
Henmt1	0.051791854	0.007672939	0.350232517	0.273433117	0.067720986	-2.013513095
Hsd17b4	0.003942464	0.00774353	0.352318149	0.647529451	0.794601083	0.295284948
Ppil4	0.002060182	0.007842824	0.355456716	0.280272122	0.340100074	0.279131069
Neurl2	0.021875374	0.007887873	0.355456716	0.525172088	1.323846058	1.333873224
Tmem161b	0.004546358	0.007884012	0.355456716	0.139617111	0.190347809	0.4471622
Zfp503	0.007111457	0.008037387	0.357085464	0.377652268	0.59823197	0.663646561
Rb1cc1	0.003150381	0.008050195	0.357085464	0.081902427	0.100310159	0.292489613
Atl1	0.002439778	0.008026271	0.357085464	0.542068919	0.633515908	0.224904557
Trappc1	0.00611913	0.007952277	0.357085464	0.84893498	0.648630506	-0.388257184
Zfp36l2	0.01398889	0.008046591	0.357085464	0.316954518	0.205394632	-0.625877359
Grik1	0.006365031	0.008096501	0.358017157	0.115594443	0.173169119	0.583109639
Nfatc3	0.00426149	0.008175548	0.360386306	0.055504368	0.032296788	-0.78121064
Myadm	0.002857691	0.008331861	0.360537724	0.438460741	0.364475701	-0.266625038
Slc12a9	0.006800573	0.008286751	0.360537724	0.427072846	0.582153149	0.446916566
Cacna1e	0.004673533	0.008328219	0.360537724	0.164452907	0.201905771	0.296007641
Espl1	0.038734104	0.00822732	0.360537724	0.146101655	0.421360722	1.52808331
Cul2	0.001405056	0.008238781	0.360537724	0.389739936	0.450995271	0.210600537
Fkbp15	0.003348269	0.008257058	0.360537724	0.283887627	0.35616698	0.327233801
