geneIDs	disper	pval	padj	TEcontrol	TEtreated	log2FC_TE(treated vs control)	
Vsx1	nan	nan	nan	0.23269471239354309	0.2558863777739951	0.13706491867213066
Fyco1	0.0049096900739082835	0.32022657939653965	0.8078332287453929	0.07697787665077131	0.08823790886435336	0.19695472458535157
Tlr3	0.00461288647080344	0.40634243568906026	0.8540627956871158	0.12475280807130883	0.1447217766837931	0.21420973482457173
Olfr1444	nan	nan	nan	1.0	1.0	0.0
Olfr150	nan	nan	nan	1.0	1.0	0.0
Ifi44	0.16528199372104285	0.8269329107192864	0.9702348650325295	0.4227781542899612	0.3761674009705494	-0.16852600305498333
Trafd1	0.0032760774794787094	0.4245429381871827	0.8621551391066058	0.385474393149238	0.41233013712261357	0.09716488546578916
Erfl	nan	nan	nan	0.3396859750148299	0.9817183316600226	1.5311075017589173
Krt80	0.01221661997737194	0.0013964686408955984	0.2374966882329357	0.189989741207321	0.0649441079471624	-1.5486509718429344
Armc8	0.0017383401223801753	0.2614443922411013	0.7805892795889596	0.25865387422773944	0.27632761124944644	0.09535692554219821
Ppil4	0.0020601818708339517	0.007842823825498613	0.3554567160498594	0.2802721222122657	0.3401000739981733	0.2791310687818669
Katnbl1	0.008558316220829061	0.34561655750954434	0.8233121698249247	0.0819521498567522	0.0657384142974218	-0.31804513913192345
Gm21693	nan	nan	nan	1.0	1.0	0.0
Spag9	0.006621859208010878	0.08347298948033455	0.6033500256058194	0.07296347252407431	0.08573733319383876	0.2327491509270061
Taz	0.003129982364688216	0.24511718399812843	0.7711932435309287	0.2026771662232955	0.1779650197057947	-0.18758986569186886
Gfpt1	0.004487569727160467	0.062004236626985065	0.570190778719033	0.31752811444403983	0.37003555359329154	0.22077955773891667
Abcc5	0.006579509753631865	0.7487695229516418	0.9561491516799685	0.19246550741728327	0.18664501953089213	-0.04430290528264402
Kcnmb4	0.0049363968055011085	0.025714978893079943	0.4758776774334995	0.1664694084692487	0.11644641614803813	-0.515590843726677
Hpcal1	0.022641979548472198	0.7157242301884666	0.9505780250451507	0.3056984178839753	0.287259634887173	-0.08975380302526514
Tbc1d31	0.013752264153561204	0.5721027465764552	0.9098182412583679	0.16503597202642822	0.1455348506401288	-0.1814158445957772
Tmem176b	0.0031480907483931826	0.1353749072418884	0.6767516730480008	0.7389307183164647	0.6478899750258014	-0.18969026975090425
Cyp3a13	nan	nan	nan	0.04058955043503587	0.1730605151683933	2.0920963362925113
Akap7	0.0042058161729569485	0.28311358534861253	0.7886289331576948	0.056840735093845636	0.06393321931313299	0.169640529202586
Ablim1	0.0035325344726664025	0.7159377698144224	0.9505780250451507	0.18001588037149185	0.17598145306309904	-0.03270079249904434
Lcn5	nan	nan	nan	0.577658758820401	1.0	0.7917105958284057
Ulk1	0.005299586083700424	0.7865787088801431	0.9649319429002343	0.2220470115465962	0.23001769281787493	0.05087968193753856
Cyp4b1	0.040824218310940505	0.8923821577685115	0.9823387439738981	0.4925028461435718	0.4703383488461695	-0.06643309529319441
Golga3	0.00821655897725749	0.1509911543343918	0.6920684483056048	0.19505077916871166	0.22954339279404334	0.23491714442882294
Wdyhv1	0.009417354860477475	0.010930721113750597	0.3723600686962212	0.33665619794871227	0.21995329945072375	-0.6140787827243703
Traf1	nan	nan	nan	0.0754360131868404	0.27985259747795227	1.8913418019764916
Atoh1	nan	nan	nan	1.9651464747344143	2.716365304433939	0.4670406606775096
Rxra	0.0037453541131249254	0.256524628661017	0.7782267115598123	0.10880928730827545	0.09473935313742124	-0.19976597502742743
Dapk3	0.005689520727449911	0.5466081323968861	0.9042121362365735	0.7511510118373057	0.7085728216896746	-0.08418684723681474
Ap3m2	0.0023205219503327733	0.6903665019555656	0.9430302070864169	0.24668939010171678	0.2522446514335821	0.032128011016440805
Sirt2	0.005394749340589313	0.22868385114722856	0.7604880126282688	0.606380909824208	0.5480746121748666	-0.14585202713602274
Inhbc	nan	nan	nan	0.5949587072404637	0.2085475053089247	-1.5124134879980784
Slit3	0.004347511123345614	0.5438297767247653	0.9042121362365735	0.5115894521078942	0.5391737751611924	0.07576380786747572
Cts3	nan	nan	nan	1.0	1.0	0.0
Olfr74	nan	nan	nan	1.0	1.0	0.0
Dcakd	0.0030758649951714246	0.29566466874988206	0.7948240281325671	0.6493953663359324	0.5939856581716455	-0.12866899305841173
Vps35l	0.0018983338753938107	0.7717528570721361	0.9623040465001146	0.28436679874629045	0.27921661283995713	-0.026368251266997822
Cyhr1	0.0023653765943347053	0.2929983301048523	0.794588440023683	0.13481609582801865	0.12480976015185305	-0.11126199390681091
Taf10	0.013769817158531967	0.07094788192821522	0.5843057982742333	0.1020126482575008	0.07253266070231018	-0.49204536182425684
Hagh	0.0032690624635529943	0.4416812189707934	0.8663023797906784	0.5110719118314505	0.4814925053875152	-0.08601296181679252
Ogfod3	0.013337074607766519	0.89974337755478	0.983778462890033	0.7174500882326513	0.6788747634177276	-0.07973301408710187
Syn1	0.021236089209371495	0.5715361785968769	0.9092080638401868	0.8835499324912677	0.9665054593711596	0.12946621280540943
Glyatl3	nan	nan	nan	1.5816799030611877	1.4302912265806806	-0.1451487307879018
Slx	nan	nan	nan	1.0	1.0	0.0
Ccl27a	0.020922218022227764	0.03357013463364322	0.507511578543651	0.09014387056507417	0.05841363463210301	-0.625924241893097
Sqor	0.028258912853780058	0.8505772047282574	0.9758913035680566	0.5190307796626322	0.4912267032292913	-0.07943110792736063
Fundc2	0.015814710853213926	0.4511973416015016	0.871537897985575	0.20112937123155095	0.22441999444635993	0.15807744095656284
Rab5if	0.0032601362814320763	0.8721180964988731	0.9792954344519436	0.15984761453142404	0.15725904603015764	-0.02355420657179108
H1f5	0.008912720104452982	0.368990656082573	0.8374464658644226	0.5521707970157275	0.46444541610431295	-0.24960553527890106
Ankrd2	nan	nan	nan	0.5028988889862207	0.09347539680361668	-2.427609770732796
Pop4	0.006377086957003704	0.24775158840768474	0.7734546754518884	0.2668857468552615	0.2328729637980044	-0.1966791052667134
Carnmt1	0.05612627358156674	0.19299850063162494	0.7323552002063509	0.026057465541090518	0.06543927975894018	1.3284601015747075
Iqcm	nan	nan	nan	0.20431146649082646	0.1607453071157388	-0.34599355478155625
Clcc1	0.0026071974409408198	0.0442817969392475	0.5192786513005196	0.3556802871519688	0.4292541324122344	0.2712510048498411
Magea2	nan	nan	nan	1.0	1.0	0.0
Ilf3	0.009611174748220343	0.31949233204654537	0.8078332287453929	0.522815547045735	0.5875301074995138	0.16836073988466327
Tpd52l2	0.0041238860450024195	0.18156491066667246	0.7245895436871894	0.3085251887122456	0.2724262106458508	-0.17952276468149364
Arhgap25	0.009531916299718628	0.8674159285027065	0.9785030196601784	0.3296519473982806	0.32014950819115784	-0.042197810297025296
Banf1	0.014865224041601614	0.024363035055355198	0.46857363084514597	1.3772732551135813	0.9844605940148138	-0.4844094586589946
Tbc1d23	0.002364262756113677	0.35100365533732336	0.8284740155167849	0.17312689915505144	0.18875571467889538	0.12469042623150228
Pard3	0.003464724138184267	0.23528739462102755	0.7641297440765266	0.2261366504467061	0.25821472423366487	0.19137643841438678
Rorc	nan	nan	nan	0.02088358874540814	0.054365595021955024	1.3803242848604498
Krtap4-6	nan	nan	nan	1.0	1.0	0.0
Evi5l	0.001369107497950399	0.8042121869303732	0.9672639708816725	0.18109103824193362	0.18439007764447213	0.026045871327668113
Pex5l	0.0017889443836820696	0.9912826118708818	0.9993153784883433	0.1840026106304667	0.18356656688350176	-0.0034229118486446275
Mtmr1	0.003402368077023453	0.43402755447671426	0.8629858694381689	0.14055077334219604	0.15136452794924488	0.10693575973301339
Mtor	0.0031582766690583875	0.12224381571411203	0.66487546264252	0.29052254652907805	0.3238146849102588	0.15651828202281215
Zfp758	0.010118255249251305	0.4394130735242583	0.8652025438561491	0.036471905993050016	0.044215292890745966	0.2777598499238998
Plekhh2	0.004793457024349574	0.9169985983309565	0.989063965727802	0.12077659723985604	0.12385860731564993	0.03635319721256458
Adgrl3	0.002770041069448376	0.16470549126070388	0.7126352169244482	0.14733934795390813	0.1607636070675236	0.12579808960541428
Golga5	0.0023465333308292763	0.9757736856994358	0.9978607973711485	0.27447708994310943	0.27423611589301783	-0.0012671540823228078
Plekhb1	0.008970671789858106	0.2081445052086326	0.7429405330313075	0.2510979379209569	0.21880639172133406	-0.19859529846827773
Nufip1	0.005879783055280484	0.9090127927652106	0.9869202039152712	0.34671225179662896	0.3381532391030546	-0.03606164494576114
Smap1	0.004797075313133193	0.34490038708182436	0.8231665541020833	1.1052981470593064	1.1966508715269932	0.11456672085235156
Tepp	nan	nan	nan	0.8041725049065339	1.6037223214170975	0.9958474505413073
Acox2	nan	nan	nan	0.08319899932513461	0.4090249587595644	2.2975507977161973
Hars2	0.004509739961962833	0.897725932406577	0.9835472653167207	0.2894174034128984	0.29190518158833295	0.012348142803855877
Gpa33	nan	nan	nan	1.0	1.0	0.0
Sdhb	0.001491579681486211	0.18866140320784552	0.7287373929127936	0.5486349910111559	0.5126172494311604	-0.09796461202602547
Gmpr	0.0036525403968929223	0.7030713468753775	0.9468678455443921	0.6550994016828725	0.6341862750177342	-0.046807175828631586
Krt90	nan	nan	nan	0.8083880341479939	4.187122724791787	2.3728393321154297
Me1	0.012810320915095116	0.5192345358896744	0.8991761942037564	0.12294195099865524	0.1355545265559037	0.1408960048434178
Klk11	nan	nan	nan	0.6379888773167621	0.5459385579161097	-0.224792678620658
Magt1	0.0025694322639877904	0.8681016412177303	0.9785030196601784	0.15129599290244844	0.1463145297693039	-0.04830073459142081
Mcam	0.0062610960416745205	0.9060383888374378	0.9860809560822144	0.5974413760672974	0.593427989723989	-0.009724180774173252
Pbld1	nan	nan	nan	0.26614762024314953	0.4607945297595878	0.7918969237092373
Tab2	0.0026240086254021	0.5062242673868844	0.8942041760336241	0.05026494361040228	0.05439334103425651	0.11387747525225933
Mettl27	0.01169915162387186	0.12514103320711967	0.6672033656904883	0.10185916571450852	0.0689670483433909	-0.562596677242706
Trmt1	0.002166928337937822	0.232039917878736	0.7622017155200367	0.2510341020720797	0.22237161808457537	-0.17491069779364965
Vps37c	0.0024594475952686933	0.2930904111955681	0.794588440023683	0.20119214525774332	0.17901909908390878	-0.16846046889078936
Sec23a	0.004380690412388536	0.06070152400579176	0.5676976633720776	0.24250956594160145	0.28051132290333575	0.21001735029184565
Rara	0.01480724079340909	0.03372098655935685	0.507511578543651	0.2899335335166481	0.18494250483383862	-0.6486453706486921
Med1	0.002993932604196498	0.06849975998837277	0.5833962544123155	0.15805346098578604	0.18369416322556514	0.21689315929231068
Ap5b1	0.01019323840551423	0.9645147809075024	0.9962233067813421	0.4962352435078098	0.4995442102585837	0.009588162268621359
Bag5	0.0028880771359024496	0.7697803796483762	0.9616245374042525	0.2967921158137261	0.2892663949061192	-0.03705403769378246
Pdcd2l	0.010546104843158818	0.6924053036053524	0.9439767844701547	0.4867712559845913	0.45844091177508867	-0.08650818136825911
Ctcf	0.005005405453578146	0.042217173059440616	0.5172060595593807	0.29333053592068764	0.3548682912692699	0.2747564057699732
Mnd1	0.061478048467223226	0.7765215640450343	0.9627459968528748	0.19723296683477703	0.2452060043207732	0.3140935929558091
Tktl1	nan	nan	nan	0.4578931265790347	0.13390198082520918	-1.7738336061688211
Lix1	0.01219320292499472	0.47929084656910337	0.8838101337647479	0.06290464056497538	0.056192070648065244	-0.16279988686914537
Ctnnbl1	0.008188434430021395	0.8598229208885906	0.9766711990092927	0.5093471552952568	0.5157940387392673	0.01814581141324212
Snph	0.008562187189152255	0.38332322607094294	0.8440746419084723	0.10801068987920975	0.0984904214583447	-0.13311877448983944
Raet1e	nan	nan	nan	1.0	1.0	0.0
Ppm1m	0.0044033204015320035	0.20953856409706006	0.7435008372819553	0.0999951699293349	0.1286456200488632	0.36347202386179633
Prkar1a	0.00221274684359153	0.0034478470005157025	0.3011545373907234	0.34317375066486977	0.40080910041549217	0.22397606003809467
Slc27a3	0.012455953188660105	0.09603370978446035	0.6202976399846875	0.36897906999739494	0.5480505736960596	0.5707700471047499
Impdh2	0.006886730347163855	0.6952525896713957	0.9443360638388104	0.03177172578026003	0.028799546431237746	-0.14169736604858407
Tiprl	0.003304778706852403	0.8402523409115837	0.974019263295866	0.30877414704975015	0.31553523531491795	0.031249153530804374
Uaca	0.031957777281532866	0.8450788432859659	0.9755218074543708	0.22279395693049317	0.23193817371639283	0.05803018505179969
Smim31	nan	nan	nan	1.0	0.8236908705553314	-0.27982509630645896
Calca	0.09396598825375498	0.03605899286950298	0.5127559483007229	0.0995666770576898	0.32600159711337584	1.711144144885545
Phf3	0.006927515919811666	0.3489438418981624	0.8269121225541158	0.21498420062488627	0.2361394268628747	0.1354083014967138
Ube2q2	0.008909508714359743	0.06420105695672795	0.5720686120514487	0.020883476563072507	0.029713804448655432	0.5087714308714473
Rfx3	0.004576003189781377	0.0590629494283359	0.5651679043919848	0.09848503174158736	0.11581700637105384	0.2338707335755772
Bri3	0.022238756996247003	0.9747251106090166	0.9975452275842401	0.6545129736134592	0.6551955897444413	0.0015038566956404598
Fbxo27	0.010876616942611243	0.6852648627708375	0.9420253142348495	0.17407963980165214	0.191719717189375	0.1392512403755548
Eps15l1	0.003981240279595887	0.49752931659257216	0.8909880191173605	0.49892660602109895	0.471448453504701	-0.08172756492385469
Tmprss15	nan	nan	nan	0.058704757633473166	0.16283510393509296	1.4718624147234785
Max	0.0034877599901319413	0.9245615449225939	0.9903872269138979	0.1851574347504858	0.18732642819031564	0.016801970552961176
Ttc8	0.009193511696035007	0.03042635965411844	0.4926704885124472	0.27610385201481297	0.19739094899376278	-0.48415517644526274
Vti1b	0.005425565529539724	0.8275650412617921	0.9704116827301319	0.12641969268715844	0.12904092527611985	0.029607475400847516
Cpsf3	0.0019139362294592914	0.6531438251459334	0.9315578193543954	0.4651198527734226	0.4531773413354529	-0.037526791069420584
Nlgn1	0.002397150902146223	0.388167014158208	0.8464300536312921	0.07730916299704815	0.08235198342957019	0.09116397898577278
Casq2	0.03296552962447299	0.5691201033224318	0.9085787568105852	0.34471619284261024	0.40409165327869767	0.22927348216255705
Pidd1	nan	nan	nan	0.05987530484147943	0.13619514891072002	1.185642316261453
Asb4	0.06761034674300993	0.024261873888302365	0.46835677424212613	0.23803899218653002	0.5867824276310137	1.3016277524593973
Orc4	0.007664018274817628	0.6989927610182818	0.9454639553694049	0.19738403906478025	0.20527922663989515	0.0565823055891439
Mapkbp1	0.006078074870877961	0.31824977000501464	0.8078332287453929	0.1311209461091845	0.14532933739442286	0.14842779742675472
Mospd1	0.007752871210794341	0.29525359478548796	0.7948240281325671	0.06873051643594286	0.05317178066215793	-0.3702900182690918
Banf2	nan	nan	nan	1.0	1.0	0.0
Dclk1	0.0022649204787977637	0.29012842531817296	0.7916153525360871	0.23119199199361595	0.24447599483041949	0.08060138671347294
Gpcpd1	0.017621865408925606	0.6560779785049913	0.9323769877248724	0.19711517625301272	0.21037331030545708	0.09391282768761533
Sinhcaf	nan	nan	nan	0.214995271168471	0.13146717387538348	-0.7096023110009422
Acbd5	0.007136206603056192	0.03890900784737783	0.512951069430667	0.08386356233093907	0.1049345806790399	0.3233741704214177
Myo7a	0.002228091083323951	0.7345591893405792	0.9535123508268363	0.20024279576254253	0.19362939411330296	-0.04845235991859198
Luc7l2	0.010754504514087196	0.29063951344506833	0.7919301843293223	0.07875417576697057	0.08947751519725038	0.18416877185637714
Dnah8	0.021811663847135586	0.3442025740222019	0.8228126936671574	0.3902041692865282	0.2892897890109151	-0.43171379133797294
Evc	0.016577589371013005	0.7269784278253306	0.9535123508268363	0.10019508163504347	0.08689122192832552	-0.20552934827812352
Shroom2	0.002661409179559486	0.7232492243699832	0.9529315939181641	0.15542265632911154	0.15176444294469818	-0.03436300438827855
Kmt2e	0.0050055752569575064	0.3364544260602813	0.817169606720388	0.13301715375474182	0.14560931680775116	0.13049036310275586
Setd5	0.0037222514717569033	0.7814510189284025	0.9629256655733813	0.07871272474878675	0.07654534657431623	-0.0402822070301152
Pcyox1	0.004558830854464427	0.9682385064955118	0.996801175729492	0.21870117709399137	0.21966795993377117	0.00636347293671502
Arpp21	0.002276552481636388	0.9616451566076055	0.9959217570078034	0.08904995883649876	0.08883084425960797	-0.0035542415803195837
Iyd	nan	nan	nan	0.24945249896021496	0.23319355524958732	-0.09723720457055363
Smim4	0.013344272141229402	0.9841150694448583	0.9992812498009301	0.7893758450732394	0.7744930543624154	-0.02746007237708392
Smc6	0.002836913973734514	0.04627103804065047	0.5242075166334701	0.15618327324939274	0.18389644620819723	0.23565364646355702
Nsmf	0.008638549310804466	0.3866738937012002	0.845763783408028	0.037064554384758884	0.03363965100377621	-0.13987742807307946
Hmbs	0.007099578540297349	0.06864981943994364	0.5837756295257118	0.23152234943750052	0.1692894414205215	-0.4516594720309448
Slc35b1	0.003279262131838902	0.2792373530048282	0.7860048906340201	0.27293870669326403	0.24709220474361085	-0.14352750704852424
Synj2	0.0034953642092279214	0.06302811230055116	0.5714719557121825	0.13503298780915582	0.11518768631625978	-0.2293253933016297
Suds3	0.0037630491240766774	0.12259081851832754	0.66487546264252	0.15790459152203018	0.13820045738110212	-0.19229073183842527
Ptk2b	0.006003392079140169	0.8870740496688956	0.9819469313655657	0.3718423317515403	0.3673184937044909	-0.017659486222392218
Gfm2	0.006791978431215434	0.2820836629733988	0.7882899115783888	0.2596689176831711	0.22475779626156814	-0.20830217411222418
Rlim	0.007398061960065069	0.18475330825848613	0.725645273416396	0.13677970751340995	0.15636043663774815	0.1930213090288606
Ddt	0.028532033047593088	0.2206878110910795	0.7522843957934894	0.5969774697417528	0.4665501270973057	-0.3556443889100315
Epha3	0.025624446298348983	0.09195677806555902	0.6155101275438316	0.09630560829980082	0.13707640908067487	0.5092885838187562
Gatad2a	0.0053421505885173646	0.41619299555799005	0.858999231218109	0.17416766399560143	0.15864674904716597	-0.13465883955746172
Shc1	0.010734771181770983	0.17842995671744843	0.722654861160119	0.06714046774457996	0.09510835936585943	0.5023895617261993
Anks1b	0.002092946751716809	0.5347011832733728	0.9029935533867927	0.16211284092531575	0.15652493628117264	-0.050605857043055646
Cdk6	0.012925705063225861	0.9130615668499543	0.988334063749013	0.0437706901184567	0.042248229080983996	-0.051074261452799696
Cdk5r2	0.02011429781821983	0.6135417889877441	0.9203888012980731	0.38728042923905537	0.35783190094129375	-0.11409658800865952
Cdk5r1	0.004700960193977297	0.7423235011195523	0.9554482679653252	0.13204007859002834	0.12855746499277076	-0.0385625162648191
Kdm1a	0.002585047881166153	0.561039018667274	0.9080066469337673	0.32870166039780324	0.3410663572502649	0.05327371064074593
Olfr192	nan	nan	nan	1.0	1.0	0.0
Scaf4	0.014436066232629163	0.056238424134156695	0.5564851059428791	0.6727463388951344	0.8976768575523288	0.4161335676096169
Plcxd2	0.0057995116152073645	0.9633103809223167	0.9962233067813421	0.041817960089306126	0.041959283015687604	0.004867337976054209
Morc2a	0.0015812170703278724	0.009899232807157654	0.36853122018643675	0.22690382012770063	0.27258511686824005	0.26462589495756106
Atp6v1c2	0.02684991641091374	0.6171937065810883	0.9204443096342534	0.20472124984690626	0.25747663153162587	0.33078063951888126
C5ar1	0.03620298232575266	0.5868338449231131	0.91292188724824	1.052172642196846	1.3221422629936053	0.3295059759150612
Map1a	0.01987741038155242	0.20615721434434364	0.7417046994590547	0.3108423565212698	0.3770192590037933	0.27845511746382945
Gja5	0.05159155562607169	0.36419787113394064	0.8352427477502735	0.16600707180378702	0.2472840523904913	0.5749245009592165
Runx2	0.009274207808463365	0.989357237879807	0.9993153784883433	0.1482313361839106	0.15712950980597926	0.08410368593316919
Gja3	nan	nan	nan	0.4685395923474934	0.29117695089261547	-0.6862748044854883
Ackr3	0.015205493208220736	0.21057226559855047	0.7451898858716887	0.6360030225823702	0.5109690965201199	-0.3157975824735161
Socs1	0.04361028364250914	0.9663572713838959	0.9962233067813421	0.15770087606599242	0.14748635032572902	-0.09660923360562057
Sort1	0.0024068979319405675	0.9536204306162279	0.9943249120696611	0.17605631333578506	0.17545770301087857	-0.0049136759380439265
Rangrf	0.049920571878880375	0.30756326872332396	0.8029221968807833	0.045046553145304334	0.02821336358098116	-0.675038045231914
Phyhd1	0.006979293354536434	0.005184242694832419	0.3141310952071701	0.2585226123539142	0.1427894273185611	-0.8564013145390699
Slc4a9	nan	nan	nan	0.23557542963575834	1.6005111965579484	2.7642717894837023
Specc1	0.007369615418421837	0.7777641201571696	0.9627459968528748	0.2095838687369695	0.21664614626667156	0.04781289425250046
Gtf2a2	0.007201764604596311	0.3427571248285779	0.8213880360254106	0.15652877729746528	0.1758715983444377	0.16809460330918036
Deaf1	0.006280911210978084	0.8981001923152876	0.9835472653167207	0.07538103041677557	0.07669552093449679	0.024940809936198072
Mtarc1	nan	nan	nan	0.2637709940821512	0.277376533893493	0.07255981506515541
Set	0.006435219910548671	0.6200587794194197	0.9218288087061861	0.01714923532150038	0.018378358993013783	0.09986370532053979
Glra3	0.012336291259933768	0.2418948468558726	0.7698204044150871	0.11659520087226052	0.1390572536046352	0.2541705939699539
Dnhd1	0.06890752182680854	0.8604611173197636	0.9766711990092927	0.029329798094388498	0.029116445484466586	-0.01053289657860379
Tmem247	nan	nan	nan	1.0	1.0	0.0
Pgpep1l	nan	nan	nan	0.1450321326207515	0.13412836917036086	-0.11275816172635267
Notch3	0.022666321575463052	0.8321081622007263	0.9716248865160337	0.25867709607175765	0.26935945499314967	0.05838038742478835
Gtsf1l	nan	nan	nan	0.38136338888036875	0.39032963464608134	0.03352664868616073
Chml	0.006583863125557451	0.5896602270598988	0.9145867611244372	0.047716911968667196	0.052972939656569094	0.15075489003280307
Rnf212	nan	nan	nan	1.2897618921614047	0.7002333399760257	-0.8811970897517003
Tceal8	0.005659612187070146	0.43308639307599717	0.8629858694381689	0.3325984660063948	0.35844178973693686	0.10795733230969584
Olfr935	nan	nan	nan	1.0	1.0	0.0
Gng10	0.0064227411317452346	0.5234232440260822	0.9003012016496621	0.06773208162947338	0.07436789490399903	0.13484059985466335
Mrps18b	0.007324447092278709	0.08959959346287572	0.6115466689000306	0.7054743802022654	0.5540160149487028	-0.34866601040690814
D16Ertd472e	0.0072202604718924115	0.16993399010873877	0.7154488018649122	0.09206116303832712	0.11466526645104227	0.3167638732650935
2310039H08Rik	0.012874978552341298	0.5969438258946881	0.9154441312528253	0.21559930706782635	0.18049175105470788	-0.2564196376219474
Rps10	0.014048879968298483	0.6823325075529533	0.9409419142261269	0.04839240849750186	0.053221167978886055	0.1372194275918055
Arih1	0.0012639103391588434	0.3538076614641251	0.8307033037883451	0.15959381421962407	0.1677119257398121	0.0715805459287866
Itgal	0.029150502814250755	0.2564749235999356	0.7782267115598123	0.28362464069012583	0.17749720659017693	-0.6761865562241529
Sirt6	0.009257688569686355	0.09779039913584797	0.6220998648355514	1.0040141193027021	0.7564015869118005	-0.40855526269728104
Rgs12	0.016749532693457202	0.23275198444102796	0.7623812611365115	0.1329593148673219	0.16178864447141972	0.2831254991643517
Gm10681	nan	nan	nan	1.0	1.0	0.0
Hfe	0.010216766089692932	0.17555416860069817	0.7208489379495702	0.18048048015001403	0.12478308848951633	-0.5324203880604856
Tdrd7	0.003925036004629832	0.2957012010768493	0.7948240281325671	0.29116882910257913	0.26469456418977755	-0.13752734926552246
Ak2	0.010257453865720257	0.29319374563049716	0.794588440023683	0.35501687786888425	0.30514955147415523	-0.21837114360021292
Znhit1	0.012542387945355242	0.052189235069391327	0.5394285436317657	0.7641178925340454	0.5833584804524558	-0.38941253425595573
Prx	nan	nan	nan	0.04646711500173699	0.01862135550566115	-1.319251980270776
Zxdb	nan	nan	nan	0.0020241508086266133	0.0006650108829378745	-1.6058669258112985
Alas2	0.11341952139657858	0.9859872181340674	0.9993153784883433	0.06619144678040582	0.06643839455279409	0.005372406913975336
Fiz1	0.0042578758739753985	0.017703626464391164	0.41774702361750715	0.2944187812558681	0.22217129554627177	-0.4061972721559124
Doxl1	nan	nan	nan	1.0	0.8236908705553314	-0.27982509630645896
Serpinh1	0.016248062846295465	0.29000485010483745	0.7916153525360871	0.41629693689621805	0.35467393672683306	-0.23111962571507583
Vmn2r65	nan	nan	nan	1.0	1.0	0.0
Myh3	0.010883029918189978	0.40825266529783455	0.8555014565516206	0.3357835104858077	0.2824250084061894	-0.24966354152413506
Grm5	0.003465260788571719	0.14124606267264905	0.6821268896989706	0.1056582916764608	0.11694787501930681	0.14645965854517007
Apol7e	nan	nan	nan	1.0	1.0	0.0
Vill	0.040031948449665705	0.3555966421113569	0.8310369394704675	0.23593020085326952	0.31423917497459497	0.41350294072385685
Ins2	nan	nan	nan	0.48660924593545707	0.651514072721593	0.42103260857263836
Wnk1	0.014182075355037073	0.6590999190117361	0.9332744966363917	0.10172609567833298	0.10817505221844788	0.08867799760727646
Tex14	nan	nan	nan	0.17772477233586706	0.1592998005992635	-0.15790032580234303
Eya1	0.0038662632536535014	0.009753893581986528	0.36853122018643675	0.1759376193694103	0.118475878950821	-0.5704706319266384
Adgrg2	0.02280054309765375	0.40297851853132904	0.8524541716704581	0.33035628593588034	0.44178883017914555	0.419334147041555
Nkain3	0.007263113423849084	0.4912998457341955	0.8898002868837849	0.11209700437461396	0.12554740909617756	0.16348453144304909
Cd2bp2	0.003322707130452619	0.01580331531853385	0.40437054567315367	0.20121423100237043	0.24518894609817296	0.2851615949272577
Sapcd2	0.0183390725970414	0.5112708147381901	0.8962440570546816	0.2895534500523145	0.22567680338053714	-0.3595715507592232
Kcng2	0.017340625059673605	0.6270685641104811	0.9255077234403375	0.2558448836176694	0.23469499566713237	-0.1244823026176789
Tecr	0.0074293604069959295	0.1540468640660595	0.6965127486466821	0.4555805694362361	0.39740582296169863	-0.19709320551538845
Asmt	nan	nan	nan	1.9508475142563815	1.7650431283717367	-0.14439757995477676
